GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,ActionsReduced(Player),ActionsReduced(Action),ActionsReduced(ActionClass),ActionsReduced(ActionDescription),ActionsReduced(PlayerType),ActionsReduced(Size)
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,1,1,2,12,1,"(0,1) -> (0,2)",AddGridCellEdge,"(0,1) -> (0,2)",llm,81
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,2,2,2,12,0,"(5,4) -> (5,5)",AddGridCellEdge,"(5,4) -> (5,5)",Basic MCTS,80
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,3,3,2,12,1,"(3,2) -> (3,3)",AddGridCellEdge,"(3,2) -> (3,3)",llm,79
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,4,4,2,12,0,"(7,4) -> (7,5)",AddGridCellEdge,"(7,4) -> (7,5)",Basic MCTS,78
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,5,5,2,12,1,"(2,3) -> (2,4)",AddGridCellEdge,"(2,3) -> (2,4)",llm,77
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,6,6,2,12,0,"(3,0) -> (4,0)",AddGridCellEdge,"(3,0) -> (4,0)",Basic MCTS,76
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,7,7,2,12,1,"(3,1) -> (4,1)",AddGridCellEdge,"(3,1) -> (4,1)",llm,75
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,8,8,2,12,0,"(0,0) -> (0,1)",AddGridCellEdge,"(0,0) -> (0,1)",Basic MCTS,74
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,9,9,2,12,1,"(4,1) -> (4,2)",AddGridCellEdge,"(4,1) -> (4,2)",llm,73
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,10,10,2,12,0,"(4,2) -> (4,3)",AddGridCellEdge,"(4,2) -> (4,3)",Basic MCTS,72
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,11,11,2,12,1,"(3,3) -> (4,3)",AddGridCellEdge,"(3,3) -> (4,3)",llm,71
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,12,12,2,12,0,"(3,2) -> (4,2)",AddGridCellEdge,"(3,2) -> (4,2)",Basic MCTS,70
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,13,12,2,12,0,"(3,1) -> (3,2)",AddGridCellEdge,"(3,1) -> (3,2)",Basic MCTS,69
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,14,12,2,12,0,"(0,1) -> (1,1)",AddGridCellEdge,"(0,1) -> (1,1)",Basic MCTS,68
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,15,13,2,12,1,"(4,2) -> (5,2)",AddGridCellEdge,"(4,2) -> (5,2)",llm,67
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,16,14,2,12,0,"(2,1) -> (3,1)",AddGridCellEdge,"(2,1) -> (3,1)",Basic MCTS,66
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,17,15,2,12,1,"(3,5) -> (4,5)",AddGridCellEdge,"(3,5) -> (4,5)",llm,65
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,18,16,2,12,0,"(1,0) -> (2,0)",AddGridCellEdge,"(1,0) -> (2,0)",Basic MCTS,64
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,19,17,2,12,1,"(4,4) -> (5,4)",AddGridCellEdge,"(4,4) -> (5,4)",llm,63
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,20,18,2,12,0,"(5,4) -> (6,4)",AddGridCellEdge,"(5,4) -> (6,4)",Basic MCTS,62
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,21,19,2,12,1,"(4,3) -> (4,4)",AddGridCellEdge,"(4,3) -> (4,4)",llm,61
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,22,20,2,12,0,"(5,2) -> (6,2)",AddGridCellEdge,"(5,2) -> (6,2)",Basic MCTS,60
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,23,21,2,12,1,"(5,1) -> (6,1)",AddGridCellEdge,"(5,1) -> (6,1)",llm,59
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,24,22,2,12,0,"(6,2) -> (6,3)",AddGridCellEdge,"(6,2) -> (6,3)",Basic MCTS,58
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,25,23,2,12,1,"(5,3) -> (6,3)",AddGridCellEdge,"(5,3) -> (6,3)",llm,57
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,26,24,2,12,0,"(5,2) -> (5,3)",AddGridCellEdge,"(5,2) -> (5,3)",Basic MCTS,56
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,27,24,2,12,0,"(4,3) -> (5,3)",AddGridCellEdge,"(4,3) -> (5,3)",Basic MCTS,55
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,28,24,2,12,0,"(5,3) -> (5,4)",AddGridCellEdge,"(5,3) -> (5,4)",Basic MCTS,54
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,29,24,2,12,0,"(6,3) -> (6,4)",AddGridCellEdge,"(6,3) -> (6,4)",Basic MCTS,53
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,30,24,2,12,0,"(7,1) -> (7,2)",AddGridCellEdge,"(7,1) -> (7,2)",Basic MCTS,52
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,31,25,2,12,1,"(5,5) -> (6,5)",AddGridCellEdge,"(5,5) -> (6,5)",llm,51
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,32,26,2,12,0,"(6,4) -> (6,5)",AddGridCellEdge,"(6,4) -> (6,5)",Basic MCTS,50
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,33,26,2,12,0,"(1,3) -> (2,3)",AddGridCellEdge,"(1,3) -> (2,3)",Basic MCTS,49
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,34,27,2,12,1,"(2,4) -> (2,5)",AddGridCellEdge,"(2,4) -> (2,5)",llm,48
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,35,28,2,12,0,"(6,1) -> (7,1)",AddGridCellEdge,"(6,1) -> (7,1)",Basic MCTS,47
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,36,29,2,12,1,"(2,1) -> (2,2)",AddGridCellEdge,"(2,1) -> (2,2)",llm,46
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,37,30,2,12,0,"(2,2) -> (3,2)",AddGridCellEdge,"(2,2) -> (3,2)",Basic MCTS,45
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,38,30,2,12,0,"(1,5) -> (2,5)",AddGridCellEdge,"(1,5) -> (2,5)",Basic MCTS,44
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,39,31,2,12,1,"(2,0) -> (2,1)",AddGridCellEdge,"(2,0) -> (2,1)",llm,43
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,40,32,2,12,0,"(4,5) -> (5,5)",AddGridCellEdge,"(4,5) -> (5,5)",Basic MCTS,42
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,41,33,2,12,1,"(2,2) -> (2,3)",AddGridCellEdge,"(2,2) -> (2,3)",llm,41
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,42,34,2,12,0,"(2,3) -> (3,3)",AddGridCellEdge,"(2,3) -> (3,3)",Basic MCTS,40
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,43,34,2,12,0,"(4,4) -> (4,5)",AddGridCellEdge,"(4,4) -> (4,5)",Basic MCTS,39
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,44,34,2,12,0,"(2,0) -> (3,0)",AddGridCellEdge,"(2,0) -> (3,0)",Basic MCTS,38
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,45,35,2,12,1,"(3,0) -> (3,1)",AddGridCellEdge,"(3,0) -> (3,1)",llm,37
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,46,35,2,12,1,"(3,4) -> (3,5)",AddGridCellEdge,"(3,4) -> (3,5)",llm,36
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,47,36,2,12,0,"(3,4) -> (4,4)",AddGridCellEdge,"(3,4) -> (4,4)",Basic MCTS,35
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,48,36,2,12,0,"(3,3) -> (3,4)",AddGridCellEdge,"(3,3) -> (3,4)",Basic MCTS,34
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,49,36,2,12,0,"(2,4) -> (3,4)",AddGridCellEdge,"(2,4) -> (3,4)",Basic MCTS,33
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,50,36,2,12,0,"(4,0) -> (4,1)",AddGridCellEdge,"(4,0) -> (4,1)",Basic MCTS,32
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,51,36,2,12,0,"(2,5) -> (3,5)",AddGridCellEdge,"(2,5) -> (3,5)",Basic MCTS,31
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,52,36,2,12,0,"(1,1) -> (1,2)",AddGridCellEdge,"(1,1) -> (1,2)",Basic MCTS,30
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,53,37,2,12,1,"(5,1) -> (5,2)",AddGridCellEdge,"(5,1) -> (5,2)",llm,29
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,54,38,2,12,0,"(6,1) -> (6,2)",AddGridCellEdge,"(6,1) -> (6,2)",Basic MCTS,28
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,55,38,2,12,0,"(6,2) -> (7,2)",AddGridCellEdge,"(6,2) -> (7,2)",Basic MCTS,27
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,56,38,2,12,0,"(0,2) -> (1,2)",AddGridCellEdge,"(0,2) -> (1,2)",Basic MCTS,26
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,57,38,2,12,0,"(4,1) -> (5,1)",AddGridCellEdge,"(4,1) -> (5,1)",Basic MCTS,25
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,58,38,2,12,0,"(1,0) -> (1,1)",AddGridCellEdge,"(1,0) -> (1,1)",Basic MCTS,24
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,59,39,2,12,1,"(1,4) -> (2,4)",AddGridCellEdge,"(1,4) -> (2,4)",llm,23
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,60,40,2,12,0,"(1,1) -> (2,1)",AddGridCellEdge,"(1,1) -> (2,1)",Basic MCTS,22
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,61,40,2,12,0,"(1,2) -> (2,2)",AddGridCellEdge,"(1,2) -> (2,2)",Basic MCTS,21
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,62,40,2,12,0,"(1,2) -> (1,3)",AddGridCellEdge,"(1,2) -> (1,3)",Basic MCTS,20
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,63,40,2,12,0,"(1,3) -> (1,4)",AddGridCellEdge,"(1,3) -> (1,4)",Basic MCTS,19
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,64,40,2,12,0,"(0,0) -> (1,0)",AddGridCellEdge,"(0,0) -> (1,0)",Basic MCTS,18
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,65,40,2,12,0,"(1,4) -> (1,5)",AddGridCellEdge,"(1,4) -> (1,5)",Basic MCTS,17
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,66,40,2,12,0,"(6,4) -> (7,4)",AddGridCellEdge,"(6,4) -> (7,4)",Basic MCTS,16
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,67,41,2,12,1,"(7,0) -> (7,1)",AddGridCellEdge,"(7,0) -> (7,1)",llm,15
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,68,42,2,12,0,"(6,5) -> (7,5)",AddGridCellEdge,"(6,5) -> (7,5)",Basic MCTS,14
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,69,42,2,12,0,"(6,0) -> (6,1)",AddGridCellEdge,"(6,0) -> (6,1)",Basic MCTS,13
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,70,43,2,12,1,"(4,0) -> (5,0)",AddGridCellEdge,"(4,0) -> (5,0)",llm,12
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,71,44,2,12,0,"(5,0) -> (5,1)",AddGridCellEdge,"(5,0) -> (5,1)",Basic MCTS,11
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,72,44,2,12,0,"(6,0) -> (7,0)",AddGridCellEdge,"(6,0) -> (7,0)",Basic MCTS,10
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,73,44,2,12,0,"(5,0) -> (6,0)",AddGridCellEdge,"(5,0) -> (6,0)",Basic MCTS,9
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,74,44,2,12,0,"(7,3) -> (7,4)",AddGridCellEdge,"(7,3) -> (7,4)",Basic MCTS,8
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,75,45,2,12,1,"(0,4) -> (0,5)",AddGridCellEdge,"(0,4) -> (0,5)",llm,7
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,76,46,2,12,0,"(6,3) -> (7,3)",AddGridCellEdge,"(6,3) -> (7,3)",Basic MCTS,6
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,77,46,2,12,0,"(7,2) -> (7,3)",AddGridCellEdge,"(7,2) -> (7,3)",Basic MCTS,5
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,78,46,2,12,0,"(0,5) -> (1,5)",AddGridCellEdge,"(0,5) -> (1,5)",Basic MCTS,4
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,79,47,2,12,1,"(0,3) -> (1,3)",AddGridCellEdge,"(0,3) -> (1,3)",llm,3
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,80,48,2,12,0,"(0,4) -> (1,4)",AddGridCellEdge,"(0,4) -> (1,4)",Basic MCTS,2
-1292074978,DotsAndBoxes,0,ACTION_CHOSEN,81,48,2,12,0,"(0,2) -> (0,3)",AddGridCellEdge,"(0,2) -> (0,3)",Basic MCTS,1
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,0,0,2,13,0,"(0,0) -> (0,1)",AddGridCellEdge,"(0,0) -> (0,1)",llm,82
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,1,1,2,13,1,"(4,1) -> (5,1)",AddGridCellEdge,"(4,1) -> (5,1)",Basic MCTS,81
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,2,2,2,13,0,"(2,2) -> (3,2)",AddGridCellEdge,"(2,2) -> (3,2)",llm,80
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,3,3,2,13,1,"(2,5) -> (3,5)",AddGridCellEdge,"(2,5) -> (3,5)",Basic MCTS,79
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,4,4,2,13,0,"(3,4) -> (4,4)",AddGridCellEdge,"(3,4) -> (4,4)",llm,78
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,5,5,2,13,1,"(3,0) -> (4,0)",AddGridCellEdge,"(3,0) -> (4,0)",Basic MCTS,77
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,6,6,2,13,0,"(3,2) -> (3,3)",AddGridCellEdge,"(3,2) -> (3,3)",llm,76
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,7,7,2,13,1,"(5,4) -> (5,5)",AddGridCellEdge,"(5,4) -> (5,5)",Basic MCTS,75
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,8,8,2,13,0,"(6,3) -> (7,3)",AddGridCellEdge,"(6,3) -> (7,3)",llm,74
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,9,9,2,13,1,"(4,3) -> (5,3)",AddGridCellEdge,"(4,3) -> (5,3)",Basic MCTS,73
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,10,10,2,13,0,"(3,0) -> (3,1)",AddGridCellEdge,"(3,0) -> (3,1)",llm,72
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,11,11,2,13,1,"(6,0) -> (6,1)",AddGridCellEdge,"(6,0) -> (6,1)",Basic MCTS,71
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,12,12,2,13,0,"(3,1) -> (4,1)",AddGridCellEdge,"(3,1) -> (4,1)",llm,70
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,13,13,2,13,1,"(4,0) -> (4,1)",AddGridCellEdge,"(4,0) -> (4,1)",Basic MCTS,69
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,14,13,2,13,1,"(4,3) -> (4,4)",AddGridCellEdge,"(4,3) -> (4,4)",Basic MCTS,68
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,15,14,2,13,0,"(3,3) -> (4,3)",AddGridCellEdge,"(3,3) -> (4,3)",llm,67
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,16,15,2,13,1,"(3,3) -> (3,4)",AddGridCellEdge,"(3,3) -> (3,4)",Basic MCTS,66
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,17,15,2,13,1,"(4,2) -> (5,2)",AddGridCellEdge,"(4,2) -> (5,2)",Basic MCTS,65
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,18,16,2,13,0,"(4,1) -> (4,2)",AddGridCellEdge,"(4,1) -> (4,2)",llm,64
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,19,17,2,13,1,"(5,1) -> (5,2)",AddGridCellEdge,"(5,1) -> (5,2)",Basic MCTS,63
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,20,17,2,13,1,"(1,1) -> (2,1)",AddGridCellEdge,"(1,1) -> (2,1)",Basic MCTS,62
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,21,18,2,13,0,"(7,2) -> (7,3)",AddGridCellEdge,"(7,2) -> (7,3)",llm,61
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,22,19,2,13,1,"(2,3) -> (3,3)",AddGridCellEdge,"(2,3) -> (3,3)",Basic MCTS,60
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,23,20,2,13,0,"(3,5) -> (4,5)",AddGridCellEdge,"(3,5) -> (4,5)",llm,59
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,24,21,2,13,1,"(2,2) -> (2,3)",AddGridCellEdge,"(2,2) -> (2,3)",Basic MCTS,58
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,25,21,2,13,1,"(2,1) -> (3,1)",AddGridCellEdge,"(2,1) -> (3,1)",Basic MCTS,57
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,26,22,2,13,0,"(3,4) -> (3,5)",AddGridCellEdge,"(3,4) -> (3,5)",llm,56
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,27,23,2,13,1,"(4,4) -> (4,5)",AddGridCellEdge,"(4,4) -> (4,5)",Basic MCTS,55
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,28,23,2,13,1,"(4,4) -> (5,4)",AddGridCellEdge,"(4,4) -> (5,4)",Basic MCTS,54
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,29,24,2,13,0,"(2,1) -> (2,2)",AddGridCellEdge,"(2,1) -> (2,2)",llm,53
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,30,25,2,13,1,"(3,1) -> (3,2)",AddGridCellEdge,"(3,1) -> (3,2)",Basic MCTS,52
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,31,25,2,13,1,"(3,2) -> (4,2)",AddGridCellEdge,"(3,2) -> (4,2)",Basic MCTS,51
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,32,25,2,13,1,"(4,2) -> (4,3)",AddGridCellEdge,"(4,2) -> (4,3)",Basic MCTS,50
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,33,25,2,13,1,"(4,5) -> (5,5)",AddGridCellEdge,"(4,5) -> (5,5)",Basic MCTS,49
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,34,25,2,13,1,"(5,2) -> (5,3)",AddGridCellEdge,"(5,2) -> (5,3)",Basic MCTS,48
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,35,25,2,13,1,"(5,3) -> (5,4)",AddGridCellEdge,"(5,3) -> (5,4)",Basic MCTS,47
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,36,25,2,13,1,"(6,4) -> (6,5)",AddGridCellEdge,"(6,4) -> (6,5)",Basic MCTS,46
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,37,26,2,13,0,"(1,2) -> (2,2)",AddGridCellEdge,"(1,2) -> (2,2)",llm,45
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,38,27,2,13,1,"(1,1) -> (1,2)",AddGridCellEdge,"(1,1) -> (1,2)",Basic MCTS,44
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,39,27,2,13,1,"(5,3) -> (6,3)",AddGridCellEdge,"(5,3) -> (6,3)",Basic MCTS,43
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,40,28,2,13,0,"(1,5) -> (2,5)",AddGridCellEdge,"(1,5) -> (2,5)",llm,42
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,41,29,2,13,1,"(0,4) -> (0,5)",AddGridCellEdge,"(0,4) -> (0,5)",Basic MCTS,41
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,42,30,2,13,0,"(1,2) -> (1,3)",AddGridCellEdge,"(1,2) -> (1,3)",llm,40
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,43,31,2,13,1,"(1,3) -> (2,3)",AddGridCellEdge,"(1,3) -> (2,3)",Basic MCTS,39
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,44,31,2,13,1,"(0,2) -> (0,3)",AddGridCellEdge,"(0,2) -> (0,3)",Basic MCTS,38
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,45,32,2,13,0,"(2,3) -> (2,4)",AddGridCellEdge,"(2,3) -> (2,4)",llm,37
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,46,33,2,13,1,"(2,4) -> (3,4)",AddGridCellEdge,"(2,4) -> (3,4)",Basic MCTS,36
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,47,33,2,13,1,"(2,4) -> (2,5)",AddGridCellEdge,"(2,4) -> (2,5)",Basic MCTS,35
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,48,33,2,13,1,"(6,3) -> (6,4)",AddGridCellEdge,"(6,3) -> (6,4)",Basic MCTS,34
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,49,34,2,13,0,"(4,0) -> (5,0)",AddGridCellEdge,"(4,0) -> (5,0)",llm,33
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,50,35,2,13,1,"(5,4) -> (6,4)",AddGridCellEdge,"(5,4) -> (6,4)",Basic MCTS,32
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,51,35,2,13,1,"(5,0) -> (5,1)",AddGridCellEdge,"(5,0) -> (5,1)",Basic MCTS,31
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,52,35,2,13,1,"(5,5) -> (6,5)",AddGridCellEdge,"(5,5) -> (6,5)",Basic MCTS,30
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,53,35,2,13,1,"(0,3) -> (1,3)",AddGridCellEdge,"(0,3) -> (1,3)",Basic MCTS,29
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,54,36,2,13,0,"(6,1) -> (6,2)",AddGridCellEdge,"(6,1) -> (6,2)",llm,28
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,55,37,2,13,1,"(0,2) -> (1,2)",AddGridCellEdge,"(0,2) -> (1,2)",Basic MCTS,27
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,56,37,2,13,1,"(0,1) -> (1,1)",AddGridCellEdge,"(0,1) -> (1,1)",Basic MCTS,26
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,57,38,2,13,0,"(6,0) -> (7,0)",AddGridCellEdge,"(6,0) -> (7,0)",llm,25
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,58,39,2,13,1,"(0,1) -> (0,2)",AddGridCellEdge,"(0,1) -> (0,2)",Basic MCTS,24
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,59,39,2,13,1,"(6,4) -> (7,4)",AddGridCellEdge,"(6,4) -> (7,4)",Basic MCTS,23
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,60,40,2,13,0,"(6,1) -> (7,1)",AddGridCellEdge,"(6,1) -> (7,1)",llm,22
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,61,41,2,13,1,"(7,3) -> (7,4)",AddGridCellEdge,"(7,3) -> (7,4)",Basic MCTS,21
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,62,41,2,13,1,"(7,0) -> (7,1)",AddGridCellEdge,"(7,0) -> (7,1)",Basic MCTS,20
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,63,41,2,13,1,"(1,4) -> (2,4)",AddGridCellEdge,"(1,4) -> (2,4)",Basic MCTS,19
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,64,42,2,13,0,"(1,0) -> (2,0)",AddGridCellEdge,"(1,0) -> (2,0)",llm,18
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,65,43,2,13,1,"(1,4) -> (1,5)",AddGridCellEdge,"(1,4) -> (1,5)",Basic MCTS,17
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,66,43,2,13,1,"(1,3) -> (1,4)",AddGridCellEdge,"(1,3) -> (1,4)",Basic MCTS,16
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,67,43,2,13,1,"(0,4) -> (1,4)",AddGridCellEdge,"(0,4) -> (1,4)",Basic MCTS,15
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,68,44,2,13,0,"(2,0) -> (3,0)",AddGridCellEdge,"(2,0) -> (3,0)",llm,14
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,69,45,2,13,1,"(2,0) -> (2,1)",AddGridCellEdge,"(2,0) -> (2,1)",Basic MCTS,13
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,70,45,2,13,1,"(1,0) -> (1,1)",AddGridCellEdge,"(1,0) -> (1,1)",Basic MCTS,12
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,71,45,2,13,1,"(0,0) -> (1,0)",AddGridCellEdge,"(0,0) -> (1,0)",Basic MCTS,11
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,72,45,2,13,1,"(0,5) -> (1,5)",AddGridCellEdge,"(0,5) -> (1,5)",Basic MCTS,10
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,73,45,2,13,1,"(0,3) -> (0,4)",AddGridCellEdge,"(0,3) -> (0,4)",Basic MCTS,9
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,74,45,2,13,1,"(6,5) -> (7,5)",AddGridCellEdge,"(6,5) -> (7,5)",Basic MCTS,8
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,75,46,2,13,0,"(5,2) -> (6,2)",AddGridCellEdge,"(5,2) -> (6,2)",llm,7
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,76,47,2,13,1,"(6,2) -> (6,3)",AddGridCellEdge,"(6,2) -> (6,3)",Basic MCTS,6
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,77,47,2,13,1,"(6,2) -> (7,2)",AddGridCellEdge,"(6,2) -> (7,2)",Basic MCTS,5
-1609516387,DotsAndBoxes,0,ACTION_CHOSEN,78,47,2,13,1,"(5,1) -> (6,1)",AddGridCellEdge,"(5,1) -> (6,1)",Basic MCTS,4
